temp,pH,turbidity,NO2,NH4,TOC,TP,TN,salinity,chlorophyll,source
,,,,,,,,,,coastal_g
17.7,8.0,4.7,,0.382,10.2,0.018,1.34,34.8,3.04,coastal_g
,,,,,,,,,,coastal_g
26.8,8.2,9.4,,0.011,17.5,0.036,1.9,46.6,8.86,coastal_g
,,,,,,,,,,coastal_g
30.4,8.6,1.2,,0.066,11.6,0.011,1.18,38.8,1.03,coastal_g
,,,,,,,,,,coastal_g
31.3,8.1,1.6,,0.05,13.2,0.012,1.57,41.1,2.94,coastal_g
,,,,,,,,,,coastal_g
30.7,7.9,2.5,0.002,0.212,18.5,0.014,1.61,30.1,2.01,coastal_g
,,,,,,,,,,coastal_g
16.1,8.2,2.25,,0.009,3.05,0.004,0.295,29.4,0.3005,coastal_g
19.3,8.2,2.0,0.002,0.059,10.7,0.014,1.02,26.3,2.4,coastal_g
,,,,,,,,,,coastal_g
24.9,8.3,1.4,0.002,0.063,11.9,0.009,1.12,31.0,0.471,coastal_g
,,,,,,,,,,coastal_g
25.6,8.1,4.4,,0.057,12.6,0.009,1.18,36.2,0.809,coastal_g
,,,,,,,,,,coastal_g
27.9,8.0,2.3,,0.099,12.7,0.012,1.2,36.6,0.805,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
28.0,7.8,7.2,0.002,0.099,14.5,0.019,1.53,36.8,2.67,coastal_g
,,,,,,,,,,coastal_g
23.6,8.0,12.5,,0.03,14.7,0.037,1.69,31.5,18.1,coastal_g
,,,,,,,,,,coastal_g
23.9,8.2,6.75,,0.004,7.05,0.0175,0.865,34.4,3.457,coastal_g
,,,,,,,,,,coastal_g
28.6,8.1,19.0,,0.019,15.9,0.036,1.93,41.0,15.4,coastal_g
,,,,,,,,,,coastal_g
29.7,8.0,8.6,,0.013,13.2,0.028,1.61,32.6,24.6,coastal_g
,,,,,,,,,,coastal_g
31.9,8.4,10.5,,0.017,21.9,0.059,2.55,40.3,17.2,coastal_g
,,,,,,,,,,coastal_g
23.3,7.9,10.7,,0.019,17.1,0.032,1.82,32.3,21.9,coastal_g
,,,,,,,,,,coastal_g
22.8,8.2,14.1,,0.008,15.2,0.034,1.69,32.1,15.9,coastal_g
25.0,8.1,5.4,,0.0245,6.35,0.009,0.72,34.4,2.172,coastal_g
,,,,,,,,,,coastal_g
27.2,8.6,4.1,,0.049,6.8,0.01,0.639,36.8,0.462,coastal_g
,,,,,,,,,,coastal_g
28.6,8.2,1.3,,0.0265,4.8,0.0085,0.4645,43.5,0.772,coastal_g
,,,,,,,,,,coastal_g
28.5,8.1,8.6,,0.092,12.2,0.024,1.28,35.9,12.8,coastal_g
,,,,,,,,,,coastal_g
28.5,8.0,10.7,,0.025,12.1,0.024,1.58,32.2,14.7,coastal_g
,,,,,,,,,,coastal_g
27.0,8.1,4.4,,0.0025,7.3,0.011,0.845,36.2,8.142,coastal_g
,,,,,,,,,,coastal_g
20.5,8.4,11.3,,0.0015,5.6,0.0145,0.59,21.4,8.442,coastal_g
,,,,,,,,,,coastal_g
26.3,8.4,15.6,0.002,0.01,12.9,0.027,1.38,29.2,4.32,coastal_g
,,,,,,,,,,coastal_g
30.4,8.5,7.1,,0.015,16.9,0.023,1.645,32.0,12.6,coastal_g
,,,,,,,,,,coastal_g
30.7,8.1,5.85,,0.0025,9.3,0.017,1.135,37.2,16.392,coastal_g
,,,,,,,,,,coastal_g
31.1,8.1,3.75,,0.005,7.7,0.013,1.02,34.5,11.892,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
20.9,8.3,5.6,,0.01,12.0,0.015,1.22,32.4,4.39,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
,,,,,,,,,,coastal_g
24.9,,0.25,0.001,0.037,6.73,0.02,0.602,40.0,,coastal_r
26.9,,0.625,0.001,0.018,9.36,0.028,0.945,47.0,,coastal_r
26.7,,0.475,0.001,0.005,17.685,0.026,1.776,55.0,,coastal_r
30.9,,0.25,0.001,0.017,15.288,0.023,0.977,46.6,,coastal_r
31.6,,0.155,,0.016,8.684,0.02,0.671,38.4,,coastal_r
29.5,,0.525,,0.015,19.458,0.026,1.052,36.8,,coastal_r
29.5,,1.275,0.001,0.024,15.983,0.046,1.385,35.4,,coastal_r
28.1,,6.675,0.002,0.025,18.617,0.087,1.689,35.1,,coastal_r
24.8,,0.625,0.001,0.168,15.085,0.02,0.701,34.3,,coastal_r
22.8,,1.215,0.002,0.068,19.463,0.022,1.437,34.6,,coastal_r
20.4,,0.22,0.001,0.088,9.037,0.014,0.605,34.6,,coastal_r
26.1,,0.43,0.001,0.073,6.848,0.017,0.432,34.8,,coastal_r
26.3,,0.565,0.001,0.03,10.993,0.02,0.626,38.8,,coastal_r
18.4,,2.72,0.001,0.08,13.715,0.019,0.826,41.5,,coastal_r
25.7,,0.52,0.001,0.014,12.2,0.021,1.013,45.6,,coastal_r
31.2,,0.35,0.001,0.038,8.27,0.014,0.506,26.3,,coastal_r
28.6,,8.605,0.002,0.08,30.903,0.077,2.385,23.3,,coastal_r
30.8,,2.7,0.001,0.037,20.532,0.026,1.687,30.1,,coastal_r
28.6,,8.65,0.004,0.024,31.104,0.056,2.403,28.8,,coastal_r
27.6,,2.71,0.002,0.029,9.868,0.028,1.264,32.2,,coastal_r
25.2,,10.74,0.002,0.021,27.563,0.038,1.153,27.9,,coastal_r
17.4,,7.47,0.003,0.415,16.763,0.025,1.221,27.9,,coastal_r
21.6,,8.955,0.003,0.032,16.41,0.041,1.701,26.3,,coastal_r
19.3,,0.78,0.001,0.08,4.52,0.011,0.43,31.1,,coastal_r
21.0,,0.85,0.002,0.128,7.19,0.012,0.502,32.0,,coastal_r
24.3,,3.45,0.001,0.036,5.88,0.017,0.516,33.9,,coastal_r
24.6,,29.5,0.002,0.008,31.42,0.055,2.173,40.8,,coastal_r
29.3,,12.05,0.002,0.013,20.21,0.064,2.132,39.0,,coastal_r
31.9,,12.38,0.001,0.007,25.62,0.05,2.524,44.9,,coastal_r
30.0,,10.21,0.001,0.009,17.85,0.012,1.0,45.1,,coastal_r
30.8,,3.305,0.003,0.087,10.28,0.008,0.917,40.5,,coastal_r
27.1,,11.05,0.001,0.005,23.7,0.055,1.811,41.2,,coastal_r
19.6,,16.535,0.004,0.089,8.92,0.017,1.12,38.6,,coastal_r
20.8,,24.455,0.003,0.042,22.06,0.037,1.111,39.3,,coastal_r
20.1,,22.15,0.006,0.159,,0.039,1.042,34.0,,coastal_r
19.4,,47.15,0.001,0.01,,0.06,2.313,35.2,,coastal_r
22.6,,1.35,0.007,0.159,,0.012,0.445,34.6,,coastal_r
25.6,,12.35,0.0021,0.0161,9.99,0.0109,0.852,40.6,,coastal_r
29.1,,16.65,0.0031,0.068,24.0,0.0053,,44.8,,coastal_r
29.7,,11.75,0.0013,0.01,24.8,0.0117,,39.0,,coastal_r
28.25,,17.15,0.0013,0.0064,16.44,0.0327,,43.7,,coastal_r
29.1,,33.0,0.0011,0.0071,20.39,0.0444,,50.4,,coastal_r
25.05,,14.5,0.0051,0.0834,15.89,0.024,,35.95,,coastal_r
28.0,,10.4,0.0016,0.0069,16.61,0.0301,,28.55,,coastal_r
25.525,,19.0,0.0016,0.0119,22.215,0.05225,,21.35,,coastal_r
26.1,,9.3,0.0016,0.0134,18.49,0.0477,,19.6,,coastal_r
21.9,,89.6,0.0018,0.0099,10.26,0.0346,,29.4,,coastal_r
17.15,,7.3,0.0036,0.1004,8.01,0.016,,27.2,,coastal_r
23.5,,24.3,0.0047,0.1016,8.64,0.0231,,27.5,,coastal_r
26.2,,18.8,0.0004,0.0036,20.05,0.0299,,32.7,,coastal_r
34.8,,2.0,0.0036,0.4184,9.67,0.0105,,30.3,,coastal_r
26.5,,12.0,0.0064,0.2371,16.29,0.0311,,33.2,,coastal_r
31.05,,4.3,0.0019,0.1098,9.72,0.0171,,35.05,,coastal_r
32.0,,19.4,0.0009,0.0063,27.28,0.0505,,26.95,,coastal_r
29.45,,5.5,0.0021,0.133,6.6,0.0173,,29.2,,coastal_r
27.5,,28.2,0.0074,0.3395,21.7,0.0446,,15.3,,coastal_r
18.8,,15.4,0.0105,0.0945,13.93,0.0241,,17.15,,coastal_r
21.55,,52.3,0.0057,0.1021,13.2,0.0349,,25.45,,coastal_r
22.35,,43.9,0.0113,0.325,10.55,0.0264,,27.05,,coastal_r
21.45,,23.4,0.0029,0.0816,9.88,0.0172,,30.85,,coastal_r
18.15,,35.4,0.0016,0.0689,5.75,0.0186,,32.0,,coastal_r
25.9,,24.6,0.019,0.3892,9.08,0.0246,,34.8,,coastal_r
24.4,,70.0,0.0187,0.6578,11.26,0.0343,,32.4,,coastal_r
29.7,,5.3,0.0095,0.2282,11.5,0.0196,,36.4,,coastal_r
30.5,,2.9,0.0056,0.0876,13.75,0.0126,,36.5,,coastal_r
28.0,,12.5,0.0009,0.0056,18.66,0.0329,,32.5,,coastal_r
32.05,,3.9,0.0028,0.0716,10.57,0.0133,,33.45,,coastal_r
24.9,,20.4,0.0079,0.3723,14.0,0.0322,,28.5,,coastal_r
26.5,,32.8,0.0198,0.5093,11.74,0.012,,21.8,,coastal_r
24.2,,12.7,0.0264,0.6476,10.83,0.0174,,23.75,,coastal_r
24.2,,4.5,0.0046,0.0557,11.75,0.0162,,32.8,,coastal_r
26.5,,21.4,0.0913,0.4558,12.76,0.0177,,29.9,,coastal_r
26.8,,3.3,0.048,0.5904,12.39,0.0124,,30.1,,coastal_r
26.3,,13.6,0.024,0.5386,11.94,0.0138,,33.5,,coastal_r
32.9,,3.6,0.0032,0.0569,11.56,0.0091,,41.6,,coastal_r
28.6,,4.6,0.0038,0.1673,7.76,0.0112,,24.65,,coastal_r
,,,0.0005,0.0046,15.61,0.0261,,,,coastal_r
32.8,,7.7,0.0007,0.0071,16.85,0.0286,,25.75,,coastal_r
29.95,,7.3,0.0013,0.0037,14.94,0.0203,,26.75,,coastal_r
23.15,,6.3,0.0004,0.0048,15.23,0.0353,,28.5,,coastal_r
22.2,,6.6,0.0038,0.0782,9.82,0.0176,,33.85,,coastal_r
24.4,,3.3,0.0068,0.1044,8.52,0.0141,,29.0,,coastal_r
21.75,,4.8,0.009,0.2228,7.49,0.0134,,29.95,,coastal_r
24.5,,31.8,0.0135,0.309,6.95,0.0243,,29.95,,coastal_r
25.5,,94.8,0.0478,0.4817,10.26,0.0093,,28.75,,coastal_r
24.6,,10.9,0.0396,0.3357,9.76,0.0137,,34.7,,coastal_r
30.5,,2.3,0.002,0.0341,6.76,0.0138,,35.8,,coastal_r
31.6,,2.0,0.0014,0.0442,8.21,0.011,,38.25,,coastal_r
30.15,,8.0,0.0005,0.0119,7.29,0.0124,,33.2,,coastal_r
31.9,,5.1,0.0004,0.0039,12.43,0.0256,,35.0,,coastal_r
29.075,,12.25,0.00175,0.1584,12.79,0.0207,,33.225,,coastal_r
,,,,,,,,,,coastal_r
25.95,,8.6,0.0004,0.0066,15.69,0.0246,,28.45,,coastal_r
25.6,,9.9,0.0006,0.0023,15.0,0.0398,,29.1,,coastal_r
20.7,,18.4,0.0014,0.0331,12.11,0.0232,,30.85,,coastal_r
26.3,,12.9,0.0006,0.005,,0.0095,,32.75,,coastal_r
25.3,,6.0,0.0093,0.1347,6.07,0.0088,,32.7,,coastal_r
29.45,,5.5,0.0077,0.1486,9.8,0.0216,,37.85,,coastal_r
30.55,,3.6,0.0047,0.0568,9.15,0.011,,40.95,,coastal_r
30.1,,5.4,0.0003,0.0033,10.89,0.0113,,38.0,,coastal_r
30.1,,12.3,0.0009,,14.72,0.0309,,37.65,,coastal_r
30.15,,1.7,0.0011,0.0211,7.99,0.0039,,35.9,,coastal_r
28.0,,8.5,0.0033,0.124,6.43,0.0161,,32.5,,coastal_r
23.7,,20.0,0.0003,0.0013,13.68,0.0404,,17.1333333333333,,coastal_r
23.9,,134.9,0.0041,0.1,14.23,0.0806,,19.2333333333333,,coastal_r
17.45,,21.4,0.0005,0.0125,12.55,0.0257,,22.9,,coastal_r
18.35,,3.8,0.0009,0.0131,6.26,0.0321,,30.3,,coastal_r
25.1,,17.7,0.0003,0.0008,12.24,0.0195,,29.6666666666667,,coastal_r
25.85,,1.7,0.0026,0.0066,9.24,0.0183,,34.0666666666667,,coastal_r
27.1,,9.8,0.0013,0.0102,11.3,0.0284,,37.85,,coastal_r
30.15,,3.5,,0.1,8.29,0.0166,,42.05,,coastal_r
30.4,,9.3,0.0007,0.0507,12.51,0.0187,,41.55,,coastal_r
33.15,,5.5,0.0005,0.0447,6.92,0.0161,,38.8,,coastal_r
29.8,,7.2,0.0016,0.0962,11.23,0.0167,,41.65,,coastal_r
31.5,,9.9,0.001,0.0014,15.27,0.0329,,46.1,,coastal_r
23.5,,16.8,0.0012,0.0342,19.14,0.0284,,34.0,,coastal_r
21.5,,14.5,0.0007,0.0058,11.05,0.0275,,36.3,,coastal_r
22.65,,8.3,0.0014,0.0021,15.39,0.0543,,35.95,,coastal_r
13.3,,33.3,0.0026,0.0513,8.32,0.041,0.9,35.75,,coastal_r
22.3,,12.8,0.0044,0.1361,14.6,0.0162,1.08,38.9,,coastal_r
19.5,,25.6,0.0025,0.0639,9.11,0.0318,0.62,39.0,,coastal_r
23.55,,3.6,0.0018,0.0207,7.65,0.0098,0.38,41.55,,coastal_r
25.6,,4.9,0.0016,0.0064,10.15,0.008,0.43,47.95,,coastal_r
,,1.3,0.0012,0.008,9.74,0.0079,0.3,,,coastal_r
31.1,,3.8,0.0011,0.0114,10.25,0.0121,0.67,44.85,,coastal_r
31.7,,1.4,0.0012,0.035,11.0,0.012,0.37,33.95,,coastal_r
30.3,,9.8,0.001,0.0215,13.76,0.0114,0.3,33.2,,coastal_r
27.6,,2.3,0.0042,0.0239,11.07,0.0059,0.46,23.8,,coastal_r
21.9,,13.3,0.0018,0.1782,8.43,0.0073,0.32,20.1,,coastal_r
24.3,,7.4,0.0005,0.0039,10.83,0.0143,0.64,24.6,,coastal_r
26.3,,9.1,0.0004,0.0015,9.29,0.0151,0.44,29.65,,coastal_r
20.4,,8.4,0.0015,0.0271,10.67,0.0091,0.41,27.15,,coastal_r
26.8,,5.5,0.003,0.0677,10.28,0.0119,0.47,29.8,,coastal_r
25.6,,15.8,0.0011,0.0767,11.55,0.0112,0.4,31.95,,coastal_r
30.7,8.3,3.4,0.0007,0.0172,12.63,0.018,0.78,36.0,,coastal_r
30.6,8.5,1.3,0.002,0.0595,10.65,0.01,0.62,33.3,,coastal_r
27.75,8.2,10.8,0.0024,0.0262,15.21,0.036,0.31,21.0,,coastal_r
31.5,8.4,8.8,0.0005,0.0052,19.28,0.021,1.57,24.1,,coastal_r
30.0,8.3,6.9,0.0003,0.0163,13.85,0.0236,1.05,23.6,,coastal_r
26.25,8.0,5.4,0.0017,0.0297,13.46,0.0117,0.58,25.45,,coastal_r
21.9,8.0,8.0,0.001,0.0171,10.42,0.0182,1.04,32.1,,coastal_r
24.3,7.9,3.5,0.0025,0.0664,5.77,0.0127,0.29,34.4,,coastal_r
14.2,8.2,6.8,0.0022,0.0081,7.3,0.0087,0.26,33.2,,coastal_r
24.35,8.5,6.8,0.0034,0.0564,6.67,0.0136,0.52,31.35,,coastal_r
29.2,8.3,4.8,0.0027,0.0377,5.71,0.0077,0.5,34.3,,coastal_r
26.5,8.4,3.9,0.0005,0.0083,7.57,0.0089,0.42,33.1,,coastal_r
29.2,8.2,2.8,0.0031,0.031,6.03,0.0063,0.51,35.3,,coastal_r
30.4,8.0,3.9,0.002,0.0198,8.03,0.0207,0.41,31.85,,coastal_r
29.9,7.9,8.8,0.0011,0.0054,10.35,0.0134,0.54,33.45,,coastal_r
31.5,8.3,6.1,0.0004,0.0117,12.02,0.0143,0.75,37.45,,coastal_r
29.75,7.9,6.8,0.0039,0.0814,8.62,0.0144,0.77,34.9,,coastal_r
30.1,8.2,3.2,0.0013,0.0513,7.61,0.0087,0.42,36.5,,coastal_r
26.8,8.1,8.7,,0.0046,12.41,0.0149,0.94,29.2,,coastal_r
20.0,8.3,10.0,,0.0118,11.34,0.0171,0.74,23.45,,coastal_r
19.1,8.2,2.5,0.0008,0.0081,4.51,0.0055,0.39,31.85,,coastal_r
24.7,8.2,2.7,0.0017,0.0158,4.68,0.0061,0.53,33.5,,coastal_r
23.8,8.3,4.6,0.0031,0.0139,8.97,0.009,1.06,36.35,,coastal_r
23.5,8.4,2.3,0.0056,0.04,6.74,0.0067,0.8,37.45,,coastal_r
27.1,8.5,1.7,0.0004,,10.66,0.0037,0.68,37.25,,coastal_r
30.3,8.0,2.4,0.0008,,12.44,0.0077,0.42,48.6,,coastal_r
30.2,8.1,2.7,0.0017,0.0564,5.98,0.0058,0.43,38.95,,coastal_r
30.75,8.0,1.4,0.0019,0.0295,6.98,0.0059,0.54,38.8,,coastal_r
28.4,7.8,3.7,0.0035,0.0703,3.59,0.0089,0.3,34.9,,coastal_r
26.65,8.1,4.7,,,10.87,0.0148,0.59,33.8,,coastal_r
23.4,8.3,8.7,0.0025,0.0147,12.39,0.0206,0.49,38.55,,coastal_r
19.65,8.3,0.7,0.0011,0.0158,6.04,0.0078,0.19,37.95,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
28.29,8.455,1.28,0.000473815,0.007290035,14.5700001,0.018736715,0.478670515,31.4,,coastal_r
24.875,8.275,8.84,0.000450315,0.00014162,15.8925001,0.033089445,0.830568925,30.595,,coastal_r
26.125,8.48,4.87,0.00117928,0.009568985,14.4950001,0.034539315,0.77706722,36.915,,coastal_r
18.75,8.65,4.54,0.000452045,,13.4150001,0.027055395,0.67624692,33.12,,coastal_r
19.59,8.65,7.645,0.00070267,,17.08750015,0.04219481,0.86556963,39.37,,coastal_r
23.615,8.81,3.0,0.00089202,0.016296175,18.5650002,0.02758686,0.95962793,39.665,,coastal_r
24.84,8.7,1.3,0.00041289,0.008163215,14.2100001,0.01139585,1.00919633,38.7,,coastal_r
28.355,8.99,0.885,0.001014135,0.012064085,11.8725001,0.012104995,0.45826271,39.805,,coastal_r
29.6,8.575,1.285,0.00072219,0.01543368,13.1200001,0.010576245,0.46704281,40.51,,coastal_r
31.945,8.775,1.17,0.000525,0.01,847.6,0.01,0.33,36.785,,coastal_r
30.92,8.555,0.55,0.0008045,0.0081265,743.91,0.0084555,0.465,39.68,,coastal_r
29.23,8.465,0.92,0.002089,0.009513,802.245,0.01,0.335,45.93,,coastal_r
26.505,8.225,4.41,0.001298,0.01189608,16.7600001,0.02249856,1.14200804,33.64,,coastal_r
23.29,8.555,0.67,0.0006487,0.00746842,11.4450001,0.01034019,0.50056022,23.68,,coastal_r
25.0,8.75,2.79,0.00120463,0.01082547,13.7000001,0.01895546,0.61281782,32.72,,coastal_r
21.955,8.515,4.33,0.00070459,0.0050318,12.4150001,0.01888887,0.49627342,33.05,,coastal_r
26.68,8.685,2.78,,,9.55950008,0.01797868,0.95494563,39.225,,coastal_r
26.63,8.69,1.36,,0.01195035,7.75850007,0.02358695,0.61572002,39.665,,coastal_r
27.345,8.67,1.07,0.00075938,0.00530676,12.5250001,0.00972509,0.85568843,41.92,,coastal_r
28.405,8.625,0.5,0.0005683,0.01207868,13.8550001,0.0122694,0.92769743,45.73,,coastal_r
29.98,8.68,1.31,0.00074632,,8.19100007,0.01798502,0.34944841,49.33,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
23.9,8.4,3.2,,0.007,15.3,0.024,1.52,37.7,,coastal_r
21.3,8.3,0.8,,,6.8,0.006,0.57,39.2,,coastal_r
24.3,8.4,0.8,,,12.6,0.011,0.35,39.2,,coastal_r
24.4,8.6,1.5,,0.032,13.0,0.008,1.03,47.7,,coastal_r
26.6,8.3,0.8,,0.023,13.0,0.005,1.08,51.2,,coastal_r
29.7,8.4,2.3,,0.01,13.0,0.011,1.14,47.5,,coastal_r
32.0,8.8,2.6,,0.028,12.4,0.011,1.06,37.4,,coastal_r
29.1,8.6,0.7,,0.003,5.25,0.0035,0.54,38.6,,coastal_r
29.8,8.2,0.9,0.001,0.007,5.05,0.004,0.56,38.1,,coastal_r
29.1,8.4,1.1,0.002,0.012,10.4,0.01,1.11,37.0,,coastal_r
24.3,8.0,1.2,,0.0005,7.15,0.002,0.665,37.3,,coastal_r
22.9,8.3,1.05,0.0,0.005,3.15,0.0035,0.32,36.0,,coastal_r
7.44,8.6,1.25,0.0,0.0215,7.1,0.0075,0.59,30.8,,coastal_r
17.7,8.5,0.45,0.0005,0.001,5.35,0.0045,0.51,30.7,,coastal_r
17.8,8.5,1.0,,0.005,6.0,0.004,0.47,33.2,,coastal_r
24.7,8.5,2.7,,0.011,12.2,0.011,1.05,39.0,,coastal_r
29.9,8.6,0.5,,0.006,6.4,0.005,0.68,43.5,,coastal_r
32.6,8.8,1.7,,0.028,8.3,0.009,0.82,40.7,,coastal_r
28.7,8.66666666666667,0.5,,0.01075,9.675,0.0035,1.03,42.1666666666667,,coastal_r
32.7,8.8,0.6,,0.02,7.1,0.011,0.74,37.5,,coastal_r
27.8,8.7,1.0,,0.019,14.2,0.008,1.43,35.7,,coastal_r
26.1,8.8,0.35,0.0,0.012,5.95,0.0035,0.595,25.0,0.12,coastal_r
24.2,8.8,1.9,,0.023,13.4,0.008,1.19,28.0,0.3,coastal_r
12.1,8.5,0.7,,,7.7,0.006,0.61,33.6,0.1,coastal_r
22.8,8.4,1.2,,0.008,,,,31.0,0.4,coastal_r
20.3,8.3,1.1,,0.013,8.5,0.01,0.83,36.3,0.4,coastal_r
21.0,8.7,0.45,,0.0015,5.35,0.004,0.505,41.1,0.07,coastal_r
26.8,8.8,2.4,0.002,0.043,8.8,0.008,0.8,38.0,0.2,coastal_r
26.3,8.7,1.5,,0.014,11.3,0.009,1.03,47.0,0.26,coastal_r
31.2,8.6,0.25,,0.014,6.7,0.0025,0.28,51.5,0.1755,coastal_r
32.0,8.6,0.8,,0.037,10.6,0.01,1.0,46.8,0.864,coastal_r
32.3,8.8,0.45,,0.002,3.35,0.003,0.345,39.0,0.3055,coastal_r
31.9,8.5,0.5,,0.004,3.1,0.004,0.39,38.5,0.2355,coastal_r
27.2,8.3,0.8,,0.014,9.5,0.011,0.95,35.1,0.756,coastal_r
,,,,,,,,,,coastal_r
22.7,8.5,0.8,,0.019,14.3,0.007,1.35,34.0,0.402,coastal_r
,,,,,,,,,,coastal_r
22.1,8.2,0.15,,0.0045,4.7,0.004,0.465,38.1,0.11,coastal_r
,,,,,,,,,,coastal_r
25.4,8.8,1.0,,0.007,9.4,0.009,0.89,43.5,,coastal_r
,,,,,,,,,,coastal_r
28.9,8.8,0.8,,0.017,7.9,0.009,0.72,34.9,0.231,coastal_r
,,,,,,,,,,coastal_r
31.6,8.6,0.7,,0.021,13.5,0.009,1.34,34.2,0.738,coastal_r
,,,,,,,,,,coastal_r
28.7,8.2,0.5,,0.007,9.2,0.011,0.95,33.8,0.687,coastal_r
,,,,,,,,,,coastal_r
25.4,8.1,3.6,,0.016,12.0,0.015,1.2,32.2,4.32,coastal_r
,,,,,,,,,,coastal_r
20.6,8.4,2.1,,0.008,14.0,0.013,1.34,33.5,2.12,coastal_r
,,,,,,,,,,coastal_r
26.9,8.5,0.55,,0.0065,6.9,0.0045,0.595,40.2,0.19,coastal_r
,,,,,,,,,,coastal_r
30.5,8.5,2.0,,0.017,14.5,0.016,1.42,30.8,4.52,coastal_r
,,,,,,,,,,coastal_r
29.1,8.6,1.8,,0.015,16.0,0.01,1.29,27.2,0.458,coastal_r
,,,,,,,,,,coastal_r
24.5,8.5,1.4,0.002,0.02,13.8,0.01,1.25,29.8,0.567,coastal_r
,,,,,,,,,,coastal_r
25.9,8.4,2.6,,0.032,12.3,0.007,1.07,25.6,0.398,coastal_r
,,,,,,,,,,coastal_r
26.1,8.5,2.3,,0.023,11.6,0.011,1.15,34.1,0.531,coastal_r
,,,,,,,,,,coastal_r
26.6,8.6,0.4,,0.022,9.0,0.009,0.85,37.8,0.444,coastal_r
,,,,,,,,,,coastal_r
31.0,8.4,0.9,,0.037,12.6,0.009,1.16,43.6,0.644,coastal_r
,,,,,,,,,,coastal_r
28.8,8.1,2.3,,0.021,10.2,0.009,0.98,37.6,0.54,coastal_r
,,,,,,,,,,coastal_r
26.8,8.2,1.2,,0.03,16.7,0.01,1.6,40.4,0.545,coastal_r
,,,,,,,,,,coastal_r
18.8,8.4,1.9,,0.021,7.8,0.007,0.763,34.8,0.24,coastal_r
,,,,,,,,,,coastal_r
18.6,8.5,0.9,,0.012,6.4,0.007,0.582,36.4,0.176,coastal_r
,,,,,,,,,,coastal_r
28.1,8.6,1.1,,0.008,5.45,0.0035,0.635,46.6,0.191,coastal_r
,,,,,,,,,,coastal_r
30.0,8.5,2.0,,0.024,14.3,0.009,1.53,53.5,0.576,coastal_r
,,,,,,,,,,coastal_r
32.9,8.6,1.25,,0.009,5.25,0.009,0.67,44.9,1.384,coastal_r
,,,,,,,,,,coastal_r
27.5,8.0,,,0.052,3.6,0.01,0.575,38.9,1.3,coastal_r
,,,,,,,,,,coastal_r
,,,,,,,,,,coastal_r
16.6,7.8,2.0,0.002,0.311,6.3,0.01,1.12,35.0,0.517,coastal_r
21.4,7.8,0.35,0.0,0.177,3.1,0.005,0.585,31.6,0.293,coastal_r
,,,,,,,,,,coastal_r
27.2,7.9,1.2,,0.098,9.6,0.022,1.32,35.2,1.96,coastal_r
30.0,8.2,1.8,,0.064,10.1,0.026,1.35,40.3,3.56,coastal_r
30.7,8.2,3.0,,0.016,8.3,0.026,1.23,36.6,5.4,coastal_r
31.3,8.1,3.9,,0.017,11.3,0.035,1.59,38.8,12.0,coastal_r
30.2,7.9,6.5,,0.017,12.9,0.039,1.73,39.4,18.9,coastal_r
29.8,7.9,9.9,,0.018,14.9,0.062,2.31,37.2,30.0,coastal_r
23.3,7.9,6.2,,0.02,13.2,0.045,2.04,38.1,21.6,coastal_r
26.0,7.9,4.6,,0.02,14.5,0.042,2.01,32.2,14.2,coastal_r
24.5,8.0,6.8,,0.058,14.6,0.043,1.99,31.0,10.2,coastal_r
21.3,7.9,3.3,0.003,0.198,5.0,0.011,0.601,34.6,1.15,coastal_r
24.8,8.0,9.7,,0.103,5.2,0.023,0.713,36.5,6.16,coastal_r
20.7,8.1,1.6,0.002,0.088,6.8,0.016,0.812,40.9,0.361,coastal_r
24.8,8.4,1.6,,0.023,12.1,0.008,1.22,40.1,0.601,coastal_r
25.5,8.1,1.4,0.005,0.156,11.7,0.016,1.31,43.5,0.295,coastal_r
32.4,8.1,0.5,,0.049,5.75,0.0045,0.63,44.4,0.1605,coastal_r
31.1,8.0,1.6,,0.064,11.0,0.012,1.13,43.8,0.725,coastal_r
27.9,7.8,1.8,,0.073,5.2,0.01,0.634,41.2,0.473,coastal_r
29.6,7.2,10.9,,0.167,16.2,0.079,2.26,33.2,16.5,coastal_r
27.3,8.0,10.5,,0.013,16.0,0.045,2.2,26.8,33.7,coastal_r
